6, 3.1
5.95, 6.65
5.75, 12.25
7.8, 16.15
12.8, 17.15
19.25, 17.15
25.4, 17.15
29.5, 17.05
32.4, 16.45
33.3, 13.8
33.7, 10.8
33.65, 7.4
33.5, 3
